text_features,amount,mcc,hour,category_id
АТБ,-1252.77,5499,16,1
АТБ,-407.5,5499,16,1
Арсен,-1579.62,5499,15,1
Арсен,-1722.55,5499,15,1
Арсен,-254.04,5499,15,1
Арсен,-221.96,5499,15,1
Арсен,-1676.76,5499,15,1
АТБ,-1415.88,5499,15,1
АТБ,-1467.03,5499,15,1
АТБ,-524.21,5499,15,1
АТБ,-1666.6,5499,15,1
АТБ,-354.79,5499,15,1
Від: Оксана Котик | Переказ дочці,-276.1,4829,11,8
Від: Оксана Котик | Переказ дочці,-179.59,4829,11,8
Від: Оксана Котик | Переказ дочці,-895.95,4829,11,8
Від: Оксана Котик | Переказ дочці,-1179.03,4829,11,8
Від: Оксана Котик | Переказ дочці,-1290.34,4829,11,8
Kafe COFFEE LAB,-1025.87,5814,12,2
Kafe COFFEE LAB,-1245.11,5814,12,2
Kafe COFFEE LAB,-1560.51,5814,12,2
Kafe COFFEE LAB,-726.67,5814,12,2
Kafe COFFEE LAB,-533.88,5814,12,2
АТБ,-747.8,5499,14,1
АТБ,-1601.74,5499,14,1
АТБ,-1683.64,5499,14,1
АТБ,-1707.74,5499,14,1
АТБ,-621.67,5499,14,1
Lviv Croissants,-926.34,5814,11,2
Lviv Croissants,-446.8,5814,11,2
Lviv Croissants,-1884.47,5814,11,2
Lviv Croissants,-991.95,5814,11,2
Lviv Croissants,-1396.77,5814,11,2
АТБ,-1880.59,5499,20,1
АТБ,-171.81,5499,20,1
АТБ,-1338.24,5499,20,1
АТБ,-1419.24,5499,20,1
АТБ,-1180.94,5499,20,1
Приват карта,-349.69,4829,17,8
Приват карта,-443.88,4829,17,8
Приват карта,-151.93,4829,17,8
Приват карта,-1903.27,4829,17,8
Приват карта,-1675.87,4829,17,8
Від: Оксана Котик | Переказ дочці,-616.09,4829,17,8
Від: Оксана Котик | Переказ дочці,-1284.43,4829,17,8
Від: Оксана Котик | Переказ дочці,-1842.8,4829,17,8
Від: Оксана Котик | Переказ дочці,-1996.53,4829,17,8
Від: Оксана Котик | Переказ дочці,-1072.27,4829,17,8
536354****6732,-916.1,4829,17,8
536354****6732,-1748.28,4829,17,8
536354****6732,-338.17,4829,17,8
536354****6732,-1150.9,4829,17,8
536354****6732,-912.37,4829,17,8
City24,-858.67,4829,14,8
City24,-1337.94,4829,14,8
City24,-220.97,4829,14,8
City24,-128.17,4829,14,8
City24,-1850.16,4829,14,8
АТБ,-1392.94,5411,16,1
АТБ,-735.98,5411,16,1
АТБ,-696.29,5411,16,1
АТБ,-336.86,5411,16,1
АТБ,-93.16,5411,16,1
Рукавичка,-582.34,5411,16,1
Рукавичка,-314.85,5411,16,1
Рукавичка,-1971.89,5411,16,1
Рукавичка,-465.66,5411,16,1
Рукавичка,-1385.04,5411,16,1
АВРОРА,-1768.26,5331,15,6
АВРОРА,-1368.34,5331,15,6
АВРОРА,-929.73,5331,15,6
АВРОРА,-1708.57,5331,15,6
АВРОРА,-401.41,5331,15,6
Термінал EasyPay,-27.43,4829,15,8
Термінал EasyPay,-588.09,4829,15,8
Термінал EasyPay,-415.8,4829,15,8
Термінал EasyPay,-1162.55,4829,15,8
Термінал EasyPay,-1440.75,4829,15,8
Близенько,-244.63,5499,15,1
Близенько,-762.48,5499,15,1
Близенько,-1733.59,5499,15,1
Близенько,-1899.02,5499,15,1
Близенько,-441.71,5499,15,1
Близенько,-667.1,5499,17,1
Близенько,-1185.73,5499,17,1
Близенько,-1428.84,5499,17,1
Близенько,-1922.8,5499,17,1
Близенько,-1550.36,5499,17,1
Vatsak,-1575.17,5441,17,15
Vatsak,-1032.72,5441,17,15
Vatsak,-370.84,5441,17,15
Vatsak,-173.13,5441,17,15
Vatsak,-283.02,5441,17,15
Рукавичка,-210.83,5411,20,1
Рукавичка,-192.07,5411,20,1
Рукавичка,-1176.11,5411,20,1
Рукавичка,-824.06,5411,20,1
Рукавичка,-1260.36,5411,20,1
LVIVAVTODOR (AUTH),-1919.8,4111,13,10
LVIVAVTODOR (AUTH),-904.06,4111,13,10
LVIVAVTODOR (AUTH),-972.65,4111,13,10
LVIVAVTODOR (AUTH),-1193.83,4111,13,10
LVIVAVTODOR (AUTH),-1977.88,4111,13,10
Приват карта,-1699.75,4829,19,8
Приват карта,-1205.96,4829,19,8
Приват карта,-1801.28,4829,19,8
Приват карта,-285.28,4829,19,8
Приват карта,-356.87,4829,19,8
Термінал City24,-1321.98,4829,14,8
Термінал City24,-1718.01,4829,14,8
Термінал City24,-1676.64,4829,14,8
Термінал City24,-1573.36,4829,14,8
Термінал City24,-29.36,4829,14,8
АТБ,-307.0,5411,17,1
АТБ,-432.24,5411,17,1
АТБ,-777.33,5411,17,1
АТБ,-448.61,5411,17,1
АТБ,-1532.7,5411,17,1
Kafe COFFEE LAB,-1988.22,5814,13,2
Kafe COFFEE LAB,-378.57,5814,13,2
Kafe COFFEE LAB,-883.85,5814,13,2
Kafe COFFEE LAB,-530.93,5814,13,2
Kafe COFFEE LAB,-1246.5,5814,13,2
Приват карта,-1641.2,4829,12,8
Приват карта,-1933.14,4829,12,8
Приват карта,-275.3,4829,12,8
Приват карта,-1017.42,4829,12,8
Приват карта,-619.09,4829,12,8
Tsentr Druku 5k,-1849.89,5943,14,5
Tsentr Druku 5k,-693.96,5943,14,5
Tsentr Druku 5k,-1805.3,5943,14,5
Tsentr Druku 5k,-1648.01,5943,14,5
Tsentr Druku 5k,-1270.72,5943,14,5
Lviv Croissants,-641.33,5814,14,2
Lviv Croissants,-27.31,5814,14,2
Lviv Croissants,-515.91,5814,14,2
Lviv Croissants,-1416.86,5814,14,2
Lviv Croissants,-1336.96,5814,14,2
Близенько,-841.06,5499,19,1
Близенько,-73.95,5499,19,1
Близенько,-1835.35,5499,19,1
Близенько,-1072.13,5499,19,1
Близенько,-769.34,5499,19,1
Lviv Croissants,-1251.45,5814,15,2
Lviv Croissants,-1097.9,5814,15,2
Lviv Croissants,-466.52,5814,15,2
Lviv Croissants,-1589.88,5814,15,2
Lviv Croissants,-206.32,5814,15,2
EasyPay,-769.43,4131,14,8
EasyPay,-1135.51,4131,14,8
EasyPay,-876.68,4131,14,8
EasyPay,-88.86,4131,14,8
EasyPay,-559.21,4131,14,8
Portmone,-1719.65,7399,19,8
Portmone,-403.16,7399,19,8
Portmone,-1874.88,7399,19,8
Portmone,-767.61,7399,19,8
Portmone,-603.41,7399,19,8
Термінал City24,-197.78,4829,18,8
Термінал City24,-353.44,4829,18,8
Термінал City24,-1728.39,4829,18,8
Термінал City24,-371.45,4829,18,8
Термінал City24,-1478.65,4829,18,8
EVA,-1057.6,5977,15,13
EVA,-1125.13,5977,15,13
EVA,-1905.88,5977,15,13
EVA,-1020.28,5977,15,13
EVA,-1670.27,5977,15,13
Від: Оксана Котик | Переказ дочці,-563.16,4829,20,8
Від: Оксана Котик | Переказ дочці,-649.43,4829,20,8
Від: Оксана Котик | Переказ дочці,-334.64,4829,20,8
Від: Оксана Котик | Переказ дочці,-537.22,4829,20,8
Від: Оксана Котик | Переказ дочці,-1540.32,4829,20,8
Арсен,-1037.28,5499,19,1
Арсен,-53.72,5499,19,1
Арсен,-228.13,5499,19,1
Арсен,-262.8,5499,19,1
Арсен,-1073.86,5499,19,1
Аврора,-1756.14,5331,19,6
Аврора,-113.99,5331,19,6
Аврора,-1547.64,5331,19,6
Аврора,-1156.01,5331,19,6
Аврора,-1126.73,5331,19,6
Термінал City24,-881.87,4829,19,8
Термінал City24,-1283.38,4829,19,8
Термінал City24,-688.27,4829,19,8
Термінал City24,-1012.42,4829,19,8
Термінал City24,-351.6,4829,19,8
Аврора,-113.56,5331,16,6
Аврора,-1393.45,5331,16,6
Аврора,-777.66,5331,16,6
Аврора,-1744.84,5331,16,6
Аврора,-899.59,5331,16,6
Термінал EasyPay,-1280.25,4829,16,8
Термінал EasyPay,-829.47,4829,16,8
Термінал EasyPay,-68.52,4829,16,8
Термінал EasyPay,-544.06,4829,16,8
Термінал EasyPay,-1735.86,4829,16,8
LIQPAY*MINIMAL Pavlyuk,-1385.14,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1325.73,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1106.11,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1831.09,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1767.14,5944,0,0
P24 *Oliinyk Olena,-890.4,6012,23,9
P24 *Oliinyk Olena,-984.63,6012,23,9
P24 *Oliinyk Olena,-1410.44,6012,23,9
P24 *Oliinyk Olena,-1814.95,6012,23,9
P24 *Oliinyk Olena,-1661.16,6012,23,9
THRASH,-1857.89,5411,16,1
THRASH,-310.22,5411,16,1
THRASH,-1990.45,5411,16,1
THRASH,-989.65,5411,16,1
THRASH,-1829.89,5411,16,1
Канцтовари книги,-811.72,5942,15,0
Канцтовари книги,-1849.61,5942,15,0
Канцтовари книги,-1913.61,5942,15,0
Канцтовари книги,-78.99,5942,15,0
Канцтовари книги,-1617.52,5942,15,0
Від: Оксана Котик,-1443.71,4829,13,8
Від: Оксана Котик,-924.76,4829,13,8
Від: Оксана Котик,-1791.01,4829,13,8
Від: Оксана Котик,-1531.73,4829,13,8
Від: Оксана Котик,-1738.08,4829,13,8
MasterZoo,-1807.46,5995,17,12
MasterZoo,-408.23,5995,17,12
MasterZoo,-487.85,5995,17,12
MasterZoo,-1287.35,5995,17,12
MasterZoo,-831.32,5995,17,12
Ашан,-99.97,5411,16,1
Ашан,-119.83,5411,16,1
Ашан,-938.29,5411,16,1
Ашан,-1306.09,5411,16,1
Ашан,-248.87,5411,16,1
Від: Оксана Котик,-1310.18,4829,17,8
Від: Оксана Котик,-1743.78,4829,17,8
Від: Оксана Котик,-1069.47,4829,17,8
Від: Оксана Котик,-475.83,4829,17,8
Від: Оксана Котик,-636.92,4829,17,8
АТБ,-154.07,5411,15,1
АТБ,-350.71,5411,15,1
АТБ,-1525.01,5411,15,1
АТБ,-1368.48,5411,15,1
АТБ,-1045.3,5411,15,1
Kanctovari,-1074.41,5943,15,5
Kanctovari,-260.63,5943,15,5
Kanctovari,-1685.68,5943,15,5
Kanctovari,-866.51,5943,15,5
Kanctovari,-438.8,5943,15,5
Аврора,-437.93,5331,13,6
Аврора,-1423.93,5331,13,6
Аврора,-741.88,5331,13,6
Аврора,-1041.48,5331,13,6
Аврора,-1002.95,5331,13,6
THRASH,-1849.75,5411,13,1
THRASH,-696.8,5411,13,1
THRASH,-409.1,5411,13,1
THRASH,-727.71,5411,13,1
THRASH,-218.67,5411,13,1
EasyPay,-1403.02,4131,10,8
EasyPay,-1984.45,4131,10,8
EasyPay,-1723.16,4131,10,8
EasyPay,-1846.05,4131,10,8
EasyPay,-815.07,4131,10,8
Portmone,-571.27,7399,13,8
Portmone,-780.36,7399,13,8
Portmone,-1333.44,7399,13,8
Portmone,-1127.63,7399,13,8
Portmone,-1719.73,7399,13,8
Термінал City24,-1367.01,4829,16,8
Термінал City24,-1528.94,4829,16,8
Термінал City24,-1583.5,4829,16,8
Термінал City24,-1438.0,4829,16,8
Термінал City24,-1097.7,4829,16,8
MasterZoo,-1293.84,5995,16,12
MasterZoo,-1804.07,5995,16,12
MasterZoo,-842.88,5995,16,12
MasterZoo,-882.85,5995,16,12
MasterZoo,-246.59,5995,16,12
Белліzoo,-395.88,5995,15,12
Белліzoo,-698.96,5995,15,12
Белліzoo,-816.32,5995,15,12
Белліzoo,-1001.39,5995,15,12
Белліzoo,-63.28,5995,15,12
Термінал City24,-93.12,4829,15,8
Термінал City24,-438.18,4829,15,8
Термінал City24,-477.18,4829,15,8
Термінал City24,-475.49,4829,15,8
Термінал City24,-1035.14,4829,15,8
Термінал EasyPay,-1260.32,4829,14,8
Термінал EasyPay,-930.12,4829,14,8
Термінал EasyPay,-555.56,4829,14,8
Термінал EasyPay,-1848.23,4829,14,8
Термінал EasyPay,-1923.93,4829,14,8
Сільпо,-1239.49,5411,17,1
Сільпо,-849.78,5411,17,1
Сільпо,-613.43,5411,17,1
Сільпо,-1991.35,5411,17,1
Сільпо,-497.76,5411,17,1
Lviv Croissants,-1950.25,5814,13,2
Lviv Croissants,-655.94,5814,13,2
Lviv Croissants,-1058.18,5814,13,2
Lviv Croissants,-1516.74,5814,13,2
Lviv Croissants,-990.86,5814,13,2
Термінал City24,-1261.52,4829,12,8
Термінал City24,-768.76,4829,12,8
Термінал City24,-659.25,4829,12,8
Термінал City24,-354.37,4829,12,8
Термінал City24,-46.53,4829,12,8
EasyPay,-207.1,4131,12,8
EasyPay,-1209.74,4131,12,8
EasyPay,-853.5,4131,12,8
EasyPay,-1380.8,4131,12,8
EasyPay,-798.72,4131,12,8
Рукавичка,-566.01,5411,15,1
Рукавичка,-1770.12,5411,15,1
Рукавичка,-1050.38,5411,15,1
Рукавичка,-860.22,5411,15,1
Рукавичка,-716.66,5411,15,1
Арсен,-1531.38,5499,12,1
Арсен,-1297.84,5499,12,1
Арсен,-77.46,5499,12,1
Арсен,-1908.46,5499,12,1
Арсен,-209.18,5499,12,1
Олег Г.,-1826.94,4829,11,8
Олег Г.,-1746.34,4829,11,8
Олег Г.,-1908.3,4829,11,8
Олег Г.,-736.85,4829,11,8
Олег Г.,-1350.06,4829,11,8
SimeynaPekarnya,-1986.19,5462,16,2
SimeynaPekarnya,-877.06,5462,16,2
SimeynaPekarnya,-220.1,5462,16,2
SimeynaPekarnya,-473.38,5462,16,2
SimeynaPekarnya,-1152.65,5462,16,2
Арсен,-1743.62,5499,16,1
Арсен,-1368.34,5499,16,1
Арсен,-1429.87,5499,16,1
Арсен,-901.01,5499,16,1
Арсен,-399.42,5499,16,1
YouTube,-1961.65,5815,14,0
YouTube,-925.97,5815,14,0
YouTube,-1284.42,5815,14,0
YouTube,-41.53,5815,14,0
YouTube,-1058.44,5815,14,0
Від: Оксана Котик,-1818.85,4829,16,8
Від: Оксана Котик,-555.5,4829,16,8
Від: Оксана Котик,-1777.26,4829,16,8
Від: Оксана Котик,-1195.57,4829,16,8
Від: Оксана Котик,-1439.78,4829,16,8
Арсен,-1587.24,5499,18,1
Арсен,-609.78,5499,18,1
Арсен,-1155.6,5499,18,1
Арсен,-1915.12,5499,18,1
Арсен,-163.03,5499,18,1
ETAKE,-1071.45,5200,18,16
ETAKE,-1384.55,5200,18,16
ETAKE,-1797.08,5200,18,16
ETAKE,-1538.68,5200,18,16
ETAKE,-1163.37,5200,18,16
Рукавичка,-76.07,5411,18,1
Рукавичка,-345.02,5411,18,1
Рукавичка,-1245.06,5411,18,1
Рукавичка,-679.23,5411,18,1
Рукавичка,-1439.01,5411,18,1
Magazyn Monako,-1763.54,5943,18,5
Magazyn Monako,-664.09,5943,18,5
Magazyn Monako,-505.59,5943,18,5
Magazyn Monako,-422.67,5943,18,5
Magazyn Monako,-1601.54,5943,18,5
Близенько,-317.39,5499,13,1
Близенько,-1798.17,5499,13,1
Близенько,-467.01,5499,13,1
Близенько,-156.43,5499,13,1
Близенько,-46.13,5499,13,1
Арсен,-1513.68,5499,13,1
Арсен,-817.61,5499,13,1
Арсен,-1398.79,5499,13,1
Арсен,-1999.15,5499,13,1
Арсен,-1111.36,5499,13,1
Від: Оксана Котик,-846.79,4829,14,8
Від: Оксана Котик,-1307.28,4829,14,8
Від: Оксана Котик,-562.04,4829,14,8
Від: Оксана Котик,-348.34,4829,14,8
Від: Оксана Котик,-1604.46,4829,14,8
TIGER TEA,-461.44,5399,15,16
TIGER TEA,-1039.71,5399,15,16
TIGER TEA,-462.86,5399,15,16
TIGER TEA,-301.5,5399,15,16
TIGER TEA,-291.86,5399,15,16
Сім-23,-1062.81,5499,16,1
Сім-23,-1514.15,5499,16,1
Сім-23,-185.83,5499,16,1
Сім-23,-1431.53,5499,16,1
Сім-23,-702.48,5499,16,1
Сільпо,-372.64,5411,18,1
Сільпо,-661.62,5411,18,1
Сільпо,-537.06,5411,18,1
Сільпо,-576.09,5411,18,1
Сільпо,-1814.23,5411,18,1
Близенько,-1281.26,5499,20,1
Близенько,-855.81,5499,20,1
Близенько,-417.59,5499,20,1
Близенько,-74.32,5499,20,1
Близенько,-1475.1,5499,20,1
Аврора,-1258.26,5331,20,6
Аврора,-1027.87,5331,20,6
Аврора,-1455.67,5331,20,6
Аврора,-1780.4,5331,20,6
Аврора,-190.89,5331,20,6
Софія С.,-1170.71,4829,19,8
Софія С.,-827.75,4829,19,8
Софія С.,-358.74,4829,19,8
Софія С.,-95.61,4829,19,8
Софія С.,-1411.59,4829,19,8
Від: Оксана Котик | Переказ дочці,-142.84,4829,16,8
Від: Оксана Котик | Переказ дочці,-1271.41,4829,16,8
Від: Оксана Котик | Переказ дочці,-1935.61,4829,16,8
Від: Оксана Котик | Переказ дочці,-1503.29,4829,16,8
Від: Оксана Котик | Переказ дочці,-529.3,4829,16,8
URBAN COFFEE-4,-409.41,5814,15,2
URBAN COFFEE-4,-653.48,5814,15,2
URBAN COFFEE-4,-366.65,5814,15,2
URBAN COFFEE-4,-1108.46,5814,15,2
URBAN COFFEE-4,-780.94,5814,15,2
Portmone,-1573.03,5999,14,0
Portmone,-607.7,5999,14,0
Portmone,-372.07,5999,14,0
Portmone,-933.84,5999,14,0
Portmone,-1795.14,5999,14,0
Pekarnia,-760.47,5462,14,2
Pekarnia,-644.74,5462,14,2
Pekarnia,-1413.73,5462,14,2
Pekarnia,-1667.0,5462,14,2
Pekarnia,-425.82,5462,14,2
Аврора,-1332.33,5331,14,6
Аврора,-1800.76,5331,14,6
Аврора,-1342.25,5331,14,6
Аврора,-276.42,5331,14,6
Аврора,-826.34,5331,14,6
Lviv Croissants,-994.8,5814,12,2
Lviv Croissants,-1042.49,5814,12,2
Lviv Croissants,-1137.58,5814,12,2
Lviv Croissants,-744.93,5814,12,2
Lviv Croissants,-538.63,5814,12,2
EasyPay,-567.63,4131,11,8
EasyPay,-855.11,4131,11,8
EasyPay,-1955.96,4131,11,8
EasyPay,-747.69,4131,11,8
EasyPay,-1306.72,4131,11,8
MYaSNAIMPERIYaDOVZhENKA,-1459.17,5499,15,1
MYaSNAIMPERIYaDOVZhENKA,-247.21,5499,15,1
MYaSNAIMPERIYaDOVZhENKA,-1827.51,5499,15,1
MYaSNAIMPERIYaDOVZhENKA,-494.27,5499,15,1
MYaSNAIMPERIYaDOVZhENKA,-1130.77,5499,15,1
Аврора,-1424.08,5331,17,6
Аврора,-1912.2,5331,17,6
Аврора,-1759.75,5331,17,6
Аврора,-1226.76,5331,17,6
Аврора,-1791.58,5331,17,6
IQ Pizza,-1052.41,5812,15,2
IQ Pizza,-1689.77,5812,15,2
IQ Pizza,-1717.47,5812,15,2
IQ Pizza,-1783.73,5812,15,2
IQ Pizza,-1629.69,5812,15,2
MYaSNAIMPERIYaDOVZhENKA,-940.69,5499,14,1
MYaSNAIMPERIYaDOVZhENKA,-204.6,5499,14,1
MYaSNAIMPERIYaDOVZhENKA,-1395.88,5499,14,1
MYaSNAIMPERIYaDOVZhENKA,-885.72,5499,14,1
MYaSNAIMPERIYaDOVZhENKA,-1658.44,5499,14,1
Сімейна Пекарня,-1937.99,5462,19,2
Сімейна Пекарня,-999.63,5462,19,2
Сімейна Пекарня,-491.55,5462,19,2
Сімейна Пекарня,-1116.43,5462,19,2
Сімейна Пекарня,-1953.36,5462,19,2
URBAN COFFEE-4,-766.53,5814,13,2
URBAN COFFEE-4,-1627.23,5814,13,2
URBAN COFFEE-4,-204.48,5814,13,2
URBAN COFFEE-4,-1753.86,5814,13,2
URBAN COFFEE-4,-960.67,5814,13,2
Portmone,-1061.84,7399,14,8
Portmone,-528.85,7399,14,8
Portmone,-1440.25,7399,14,8
Portmone,-1370.8,7399,14,8
Portmone,-1239.36,7399,14,8
Vse vid 2 grn,-546.62,5399,16,16
Vse vid 2 grn,-160.41,5399,16,16
Vse vid 2 grn,-1153.18,5399,16,16
Vse vid 2 grn,-1492.82,5399,16,16
Vse vid 2 grn,-1377.86,5399,16,16
YouTube,-1168.56,7399,14,8
YouTube,-695.37,7399,14,8
YouTube,-184.32,7399,14,8
YouTube,-561.66,7399,14,8
YouTube,-1397.07,7399,14,8
Аврора,-1358.7,5331,15,6
Аврора,-1252.7,5331,15,6
Аврора,-1641.31,5331,15,6
Аврора,-1135.04,5331,15,6
Аврора,-507.52,5331,15,6
Vse vid 2 grn,-1885.52,5399,15,16
Vse vid 2 grn,-1559.49,5399,15,16
Vse vid 2 grn,-1584.54,5399,15,16
Vse vid 2 grn,-751.74,5399,15,16
Vse vid 2 grn,-1718.72,5399,15,16
SimeynaPekarnya,-802.37,5462,17,2
SimeynaPekarnya,-1712.74,5462,17,2
SimeynaPekarnya,-1897.98,5462,17,2
SimeynaPekarnya,-512.26,5462,17,2
SimeynaPekarnya,-591.82,5462,17,2
TIGER TEA,-41.66,5399,11,16
TIGER TEA,-1989.12,5399,11,16
TIGER TEA,-71.57,5399,11,16
TIGER TEA,-92.75,5399,11,16
TIGER TEA,-1530.05,5399,11,16
Kanctovari,-791.07,5943,11,5
Kanctovari,-1784.4,5943,11,5
Kanctovari,-296.54,5943,11,5
Kanctovari,-1936.5,5943,11,5
Kanctovari,-1002.94,5943,11,5
Термінал City24,-1833.81,4829,10,8
Термінал City24,-581.62,4829,10,8
Термінал City24,-1301.57,4829,10,8
Термінал City24,-334.65,4829,10,8
Термінал City24,-1641.34,4829,10,8
Рукавичка,-1396.96,5411,17,1
Рукавичка,-152.67,5411,17,1
Рукавичка,-1900.95,5411,17,1
Рукавичка,-419.71,5411,17,1
Рукавичка,-1457.8,5411,17,1
Аврора,-1575.43,5399,17,16
Аврора,-154.06,5399,17,16
Аврора,-1997.63,5399,17,16
Аврора,-451.27,5399,17,16
Аврора,-617.87,5399,17,16
Vse vid 2 grn,-551.58,5399,13,16
Vse vid 2 grn,-1394.68,5399,13,16
Vse vid 2 grn,-244.61,5399,13,16
Vse vid 2 grn,-53.69,5399,13,16
Vse vid 2 grn,-1328.84,5399,13,16
Термінал City24,-1565.81,4829,13,8
Термінал City24,-223.18,4829,13,8
Термінал City24,-34.4,4829,13,8
Термінал City24,-1747.92,4829,13,8
Термінал City24,-1092.53,4829,13,8
Portmone,-656.65,7399,12,8
Portmone,-1985.94,7399,12,8
Portmone,-1251.0,7399,12,8
Portmone,-486.38,7399,12,8
Portmone,-265.35,7399,12,8
EasyPay,-1304.47,4131,15,8
EasyPay,-1366.34,4131,15,8
EasyPay,-1694.89,4131,15,8
EasyPay,-668.3,4131,15,8
EasyPay,-1584.83,4131,15,8
Portmone,-93.17,5999,15,0
Portmone,-1736.18,5999,15,0
Portmone,-893.76,5999,15,0
Portmone,-772.29,5999,15,0
Portmone,-601.45,5999,15,0
Magazyn Monako,-603.79,5943,14,5
Magazyn Monako,-885.51,5943,14,5
Magazyn Monako,-1348.07,5943,14,5
Magazyn Monako,-968.37,5943,14,5
Magazyn Monako,-839.75,5943,14,5
Арсен,-237.03,5499,14,1
Арсен,-608.32,5499,14,1
Арсен,-1897.19,5499,14,1
Арсен,-434.68,5499,14,1
Арсен,-537.12,5499,14,1
АТБ,-113.92,5411,13,1
АТБ,-1709.68,5411,13,1
АТБ,-1510.97,5411,13,1
АТБ,-508.06,5411,13,1
АТБ,-1864.68,5411,13,1
Від: Оксана Котик | Переказ дочці,-1159.04,4829,12,8
Від: Оксана Котик | Переказ дочці,-21.31,4829,12,8
Від: Оксана Котик | Переказ дочці,-323.15,4829,12,8
Від: Оксана Котик | Переказ дочці,-1378.1,4829,12,8
Від: Оксана Котик | Переказ дочці,-1135.29,4829,12,8
EasyPay,-1115.88,4131,16,8
EasyPay,-1823.39,4131,16,8
EasyPay,-185.79,4131,16,8
EasyPay,-316.99,4131,16,8
EasyPay,-215.04,4131,16,8
Vse vid 2 grn,-418.26,5399,19,16
Vse vid 2 grn,-736.57,5399,19,16
Vse vid 2 grn,-20.09,5399,19,16
Vse vid 2 grn,-1489.12,5399,19,16
Vse vid 2 grn,-933.92,5399,19,16
URBAN COFFEE-4,-629.77,5814,16,2
URBAN COFFEE-4,-1353.02,5814,16,2
URBAN COFFEE-4,-204.83,5814,16,2
URBAN COFFEE-4,-1677.38,5814,16,2
URBAN COFFEE-4,-1057.82,5814,16,2
FERMERSKE MIaSKO,-1865.69,5499,14,1
FERMERSKE MIaSKO,-960.87,5499,14,1
FERMERSKE MIaSKO,-1026.42,5499,14,1
FERMERSKE MIaSKO,-1074.98,5499,14,1
FERMERSKE MIaSKO,-1140.82,5499,14,1
Magazin UNI,-987.5,5399,17,16
Magazin UNI,-462.47,5399,17,16
Magazin UNI,-396.12,5399,17,16
Magazin UNI,-1775.87,5399,17,16
Magazin UNI,-490.48,5399,17,16
Pekarnia,-873.21,5462,17,2
Pekarnia,-502.44,5462,17,2
Pekarnia,-1817.19,5462,17,2
Pekarnia,-80.13,5462,17,2
Pekarnia,-97.21,5462,17,2
UNI,-1855.57,5631,16,7
UNI,-536.8,5631,16,7
UNI,-921.27,5631,16,7
UNI,-1281.86,5631,16,7
UNI,-897.04,5631,16,7
Belli,-569.96,5995,16,12
Belli,-1734.12,5995,16,12
Belli,-909.67,5995,16,12
Belli,-1837.75,5995,16,12
